Year,Title,Link
2013,"IMFC Statement by Abdalla Salem El-Badri, Secretary General, Organization of the Petroleum Exporting Countries (OPEC)",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/OPEC.pdf
2013,"IMFC Statement by the Honourable Jim Flaherty, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/CAN.pdf
2013,"IMFC Statement by Yi Gang, Deputy Governor, People’s Republic of China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/CHN.pdf
2013,"IMFC Statement by Koen Geens, Minister of Finance, Belgium",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/BEL.pdf
2013,"IMFC Statement by Angel Gurría, Secretary-General, OECD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/OECD.pdf
2013,"IMFC Statement by Mukhisa Kituyi, Secretary-General of UNCTAD",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/UNCTAD.pdf
2013,"IMFC Statement by the Honorary Mohammed Laksaci, Governor, Bank of Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/DZA.pdf
2013,"IMFC Statement by Honorable Hernán Lorenzino, Minister of Economy and Public Finance of Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ARG.pdf
2013,"IMFC Statement by Pierre Moscovici, Minister for the Economy and Finance, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/FRA.pdf
2013,"IMFC Statement by Ewald Nowotny, Governor, Austrian National Bank",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/AUT.pdf
2013,"IMFC Statement by George Osborne, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/GBR.pdf
2013,"IMFC Statement by Olli Rehn, Vice-President, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/EC.pdf
2013,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ILO.pdf
2013,"IMFC Statement by Fabrizio Saccomanni, Minister of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ITA.pdf
2013,"IMFC Statement by Rimantas Šadžius, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/ECOFIN.pdf
2013,"IMFC Statement by Rimantas Šadžius, Minister of Finance, Lithuania",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/LTU.pdf
2013,"IMFC Statement by Wolfgang Schäuble, Federal Minister of Finance, Bundesministerium der Finanzen, Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/DEU.pdf
2013,"IMFC Statement by the Honorable Alexandre Tombini, Governor, Central Bank of Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/BRA.pdf
2013,"IMFC Statement by Eveline Widmer-Schlumpf, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2013/CHE.pdf
2012,"IMFC Statement by Mohammed Laksaci, Governor, Bank of Algeria, Algeria",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/dza.pdf
2012,"IMFC Statement by Obaid Humaid Al Tayer, Minister of State for Financial Affairs of the United Arab Emirates",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/uae.pdf
2012,"IMFC Statement by Anders Borg, Minister of Finance, Sweden",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/swe.pdf
2012,"IMFC Statement by Mark Carney, Governor, Financial Stability Board",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/fsb.pdf
2012,"IMFC Statement by P. Chidambaram, Minister of Finance, India",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/ind.pdf
2012,"IMFC Statement by Helen Clark, Administrator, United Nations",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/un.pdf
2012,"IMFC Statement by James Michael Flaherty, Minister of Finance, Canada",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/can.pdf
2012,"IMFC Statement by Yi Gang, Deputy Governor, People's Bank of China, China",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/chn.pdf
2012,"IMFC Statement by Timothy F. Geithner, Secretary of the Treasury, United States",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/usa.pdf
2012,"IMFC Statement by Pravin J. Gordhan, Minister of Finance, South Africa",https://meetings.imf.org/-/media/AMSM/Files/IMFC/SP2012/zaf.pdf
2012,"IMFC Statement by Vittorio Umberto Grilli, Ministry of Economy and Finance, Italy",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/ita.pdf
2012,"IMFC Statement by Luis de Guindos, Governor for Spain",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/esp.pdf
2012,"IMFC Statement by Angel Gurría, Secretary-General, Organisation for Economic Co-operation and Development",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/oecd.pdf
2012,"IMFC Statement by Koriki Jojima, Minister of Finance, Japan",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/jpn.pdf
2012,"IMFC Statement by Jan Kees de Jager, Minister of Finance, The Netherlands",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/nld.pdf
2012,"IMFC Statement by Pascal Lamy, Director-General Office of the Director-General, World Trade Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/wto.pdf
2012,"IMFC Statement by Hernán Lorenzino, Minister of Economy and Public Finance, Argentina",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/arg.pdf
2012,"IMFC Statement by Mr. Guido Mantega Minister of Finance, Brazil",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/bra.pdf
2012,"IMFC Statement by Pierre Moscovici, Minister for the Economy and Finance, France",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/fra.pdf
2012,"IMFC Statement by George Osborne, Chancellor of the Exchequer, United Kingdom",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/gbr.pdf
2012,"IMFC Statement by Supachai Panitchpakdi, Secretary-General, United Nations Conference on Trade and Development",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/unctad.pdf
2012,"IMFC Statement by Hasan M. Qabazard, Director, Organization of the Petroleum Exporting Countries",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/opec.pdf
2012,"IMFC Statement by Olli Rehn, Vice-President, European Commission",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/ec.pdf
2012,"IMFC Statement by Guy Ryder, Director-General, International Labour Organization",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/ilo.pdf
2012,"IMFC Statement by Wolfgang Schäuble, Federal Minister of Finance, Bundesministerium der Finanzen, Germany",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/deu.pdf
2012,"IMFC Statement by Vassos Shiarly, Chairman, EU Council of Economic and Finance Ministers",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/eu.pdf
2012,"IMFC Statement by Wayne Swan, Deputy Prime Minister and Treasurer of Australia",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/aus.pdf
2012,"IMFC Statement by Steven Vanackere Deputy Prime Minister and Minister of Finance, Belgium",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/bel.pdf
2012,"IMFC Statement by Eveline Widmer-Schlumpf, Minister of Finance, Switzerland",https://meetings.imf.org/-/media/AMSM/Files/IMFC/AM2012/che.pdf
2011,"IMFC Statement by Jun Azumi, Minister of Finance, Ministry of Finance, Japan",https://www.imf.org/External/AM/2011/imfc/statement/eng/jpn.pdf
2011,"IMFC Statement by Nils Bernstein, Governor and Chairman of the Board of Governors, Danmarks Nationalbank, Denmark",https://www.imf.org/External/AM/2011/imfc/statement/eng/dnk.pdf
2011,"IMFC Statement by Helen Clark, Administrator, United Nations",https://www.imf.org/External/AM/2011/imfc/statement/eng/un.pdf
2011,"IMFC Statement by JosÃ© De Gregorio, President, Banco Central de Chile, Chile",https://www.imf.org/External/AM/2011/imfc/statement/eng/chl.pdf
2011,"IMFC Statement by Jan Kees de Jager, Minister of Finance, Ministry of Finance, The Netherlands",https://www.imf.org/External/AM/2011/imfc/statement/eng/nld.pdf
2011,"IMFC Statement by Mario, Draghi, Chairman, Financial Stability Board",https://www.imf.org/External/AM/2011/imfc/statement/eng/fsb.pdf
2011,"IMFC Statement by James Michael Flaherty, Minister of Finance, Department of Finance, Canada",https://www.imf.org/External/AM/2011/imfc/statement/eng/can.pdf
2011,"IMFC Statement by Timothy F. Geithner Secretary of the Treasury, Department of the Treasury, United States",https://www.imf.org/External/AM/2011/imfc/statement/eng/usa.pdf
2011,"IMFC Statement by Angel Gurria, Secretary-General, Organisation for Economic Co-operation and Development",https://www.imf.org/External/AM/2011/imfc/statement/eng/oecd.pdf
2011,"IMFC Statement by Hasan M. Qabazard, Director, Organization of the Petroleum Exporting Countries",https://www.imf.org/External/AM/2011/imfc/statement/eng/opec.pdf
2011,"IMFC Statement by Mr. Guido Mantega, Minister of Finance of Brazil",https://www.imf.org/External/AM/2011/imfc/statement/eng/bra.pdf
2011,"IMFC Statement by Ngozi Okonjo-Iweala, Coordinating Minister of the Economy and Minister of Finance, Federal Ministry of Finance, Nigeria",https://www.imf.org/External/AM/2011/imfc/statement/eng/nga.pdf
2011,"IMFC Statement by George Osborne, Chancellor of the Exchequer, H.M. Treasury, United Kingdom",https://www.imf.org/External/AM/2011/imfc/statement/eng/gbr.pdf
2011,"IMFC Statement by Olli Rehn, Commissioner, European Commission",https://www.imf.org/External/AM/2011/imfc/statement/eng/ec.pdf
2011,"IMFC Statement by Didier Reynders, Deputy Prime Minister and Minister of Finance, Ministere des Finances, Belgium",https://www.imf.org/External/AM/2011/imfc/statement/eng/bel.pdf
2011,"IMFC Statement by Mr. Rostowski, EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2011/imfc/statement/eng/eu.pdf
2011,"IMFC Statement by Wolfgang SchÃ¤uble, Federal Minister of Finance, Bundesministerium der Finanzen, Germany",https://www.imf.org/External/AM/2011/imfc/statement/eng/deu.pdf
2011,"IMFC Statement by Juan Somavia, Director-General, International Labour Organization",https://www.imf.org/External/AM/2011/imfc/statement/eng/ilo.pdf
2011,"IMFC Statement by Giulio Tremonti, Minister of Economy and Finance, Ministero dell'Economia e delle Finanze, Italy",https://www.imf.org/External/AM/2011/imfc/statement/eng/ita.pdf
2011,"IMFC Statement by Eveline Widmer-Schlumpf, Head, Federal Department of Finance, Switzerland",https://www.imf.org/External/AM/2011/imfc/statement/eng/che.pdf
2010,"IMFC Statement by Obaid Humaid Al Tayer, Minister of State for Financial Affairs, Ministry of Finance, United Arab Emirates",https://www.imf.org/External/AM/2010/imfc/statement/eng/are.pdf
2010,"IMFC Statement by Helen Clark, United Nations",https://www.imf.org/External/AM/2010/imfc/statement/eng/un.pdf
2010,"IMFC Statement by JosÃ© De Gregorio, President, Banco Central de Chile",https://www.imf.org/External/AM/2010/imfc/statement/eng/chl.pdf
2010,"IMFC Statement by Mario Draghi, Chairman, Financial Stability Board",https://www.imf.org/External/AM/2010/imfc/statement/eng/fsb.pdf
2010,"IMFC Statement by Abdallah Salem El-Badri, Secretary-General, Organization of the Petroleum Exporting Countries",https://www.imf.org/External/AM/2010/imfc/statement/eng/opec.pdf
2010,"IMFC Statement by James Michael Flaherty, Minister of Finance, Department of Finance, Canada",https://www.imf.org/External/AM/2010/imfc/statement/eng/can.pdf
2010,"IMFC Statement by Timothy F. Geithner, Secretary of the Treasury, Department of the Treasury, United States",https://www.imf.org/External/AM/2010/imfc/statement/eng/usa.pdf
2010,"IMFC Statement by Angel Gurria, Secretary-General, Organisation for Economic Co-operation and Development",https://www.imf.org/External/AM/2010/imfc/statement/eng/oecd.pdf
2010,"IMFC Statement by Jan Kees de Jager, Minister of Finance, Ministry of Finance, Netherlands",https://www.imf.org/External/AM/2010/imfc/statement/eng/nld.pdf
2010,"IMFC Statement by Sigbjoern Johnsen, Minister of Finance, Ministry of Finance, Norway",https://www.imf.org/External/AM/2010/imfc/statement/eng/nor.pdf
2010,"IMFC Statement by Mohammed Laksaci, Governor, Banque dâAlgerie, Algeria",https://www.imf.org/External/AM/2010/imfc/statement/eng/dza.pdf
2010,"IMFC Statement by Guido Mantega, Minister of Finance, Ministerio da Fazenda, Brazil",https://www.imf.org/External/AM/2010/imfc/statement/eng/bra.pdf
2010,"IMFC Statement by Hans-Rudolf Merz, Minister of Finance, Federal Department of Finance, Switzerland",https://www.imf.org/External/AM/2010/imfc/statement/eng/che.pdf
2010,"IMFC Statement by Yoshihiko Noda, Minister of Finance, Ministry of Finance, Japan",https://www.imf.org/External/AM/2010/imfc/statement/eng/jpn.pdf
2010,"IMFC Statement by George Osborne, Chancellor of the Exchequer, Treasury, H.M., United Kingdom",https://www.imf.org/External/AM/2010/imfc/statement/eng/gbr.pdf
2010,"IMFC Statement by Supachai Panitchpakdi, Secretary-General, United Nations Conference on Trade and Development",https://www.imf.org/External/AM/2010/imfc/statement/eng/unctad.pdf
2010,"IMFC Statement by Olli Rehn, Commissioner, European Commission",https://www.imf.org/External/AM/2010/imfc/statement/eng/ec.pdf
2010,IMFC Statement by Didier Reynders Deputy Prime Minister and Minister of Finance of Belgium,https://www.imf.org/External/AM/2010/imfc/statement/eng/bel.pdf
2010,"IMFC Statement by Didier Reynders, Chairman of the EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2010/imfc/statement/eng/eu.pdf
2010,"IMFC Statement by Wolfgang SchÃ¤uble, Minister of Finance, Bundesministerium der Finanzen, Germany",https://www.imf.org/External/AM/2010/imfc/statement/eng/deu.pdf
2010,"IMFC Statement by Juan Somavia, Director-General, International Labour Organization",https://www.imf.org/External/AM/2010/imfc/statement/eng/ilo.pdf
2010,"IMFC Statement by the Honorable Giulio Tremonti Minister of Economy and Finance, and Governor of the IMF for Italy",https://www.imf.org/External/AM/2010/imfc/statement/eng/ita.pdf
2010,IMFC Statement on behalf of the World Bank Group,https://www.imf.org/External/AM/2010/imfc/statement/eng/wb.pdf
2010,"IMFC Statement by Jeung-Hyun Yoon, Minister of Strategy and Finance, Ministry of Strategy and Finance, Republic of Korea",https://www.imf.org/External/AM/2010/imfc/statement/eng/kor.pdf
2010,"IMFC Statement by ZHOU Xiaochuan, Governor, People's Bank of China, China",https://www.imf.org/External/AM/2010/imfc/statement/eng/chn.pdf
2009,"IMFC Statement by Mr. Mohammad Alipour-Jeddi, Head, Petroleum Studies Department, on behalf of the Organization of Petroleum Exporting Countries (OPEC)",https://www.imf.org/External/AM/2009/imfc/statement/eng/opec.pdf
2009,"IMFC Statement Joaquin Almunia, Commissioner, European Commission",https://www.imf.org/External/AM/2009/imfc/statement/eng/ec.pdf
2009,"IMFC Statement by Anders Borg, Minister of Finance, Sweden",https://www.imf.org/External/AM/2009/imfc/statement/eng/swe.pdf
2009,"IMFC Statement by the Honorable Anders Borg, Chairman, EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2009/imfc/statement/eng/eu.pdf
2009,"IMFC Statement by Wouter Bos, Dutch Ministry of Finance, the Netherlands",https://www.imf.org/External/AM/2009/imfc/statement/eng/nld.pdf
2009,IMFC Statement by the Honorable Amado Boudou Minister of Economy and Public Finance of Argentina,https://www.imf.org/External/AM/2009/imfc/statement/eng/arg.pdf
2009,"IMFC Statement of Mario Draghi, Chairman of the Financial Stability Board",https://www.imf.org/External/AM/2009/imfc/statement/eng/fsb.pdf
2009,"IMFC Statement by the Hon. James Michael Flaherty, Governor of the Bank and the Fund for Canada",https://www.imf.org/External/AM/2009/imfc/statement/eng/can.pdf
2009,"IMFC Statement by the Hon. Hirohisa Fujii, Minister of Finance, Japan",https://www.imf.org/External/AM/2009/imfc/statement/eng/jpn.pdf
2009,"IMFC Statement of Dr. Yi Gang, Deputy Governor of the People's Bank of China",https://www.imf.org/External/AM/2009/imfc/statement/eng/chn.pdf
2009,IMFC Statement by  Mr. Angel GurrÃ­a Secretary-General Organisation for Economic Co-operation and Development,https://www.imf.org/External/AM/2009/imfc/statement/eng/oecd.pdf
2009,"IMFC Statement by Ms. Christine Lagarde, Minister for the Economy, Industry and Employment, France",https://www.imf.org/External/AM/2009/imfc/statement/eng/fra.pdf
2009,FranÃ§ais,https://www.imf.org/External/AM/2009/imfc/statement/fra/fraf.pdf
2009,IMFC Statement by the Honourable Guido Mantega,https://www.imf.org/External/AM/2009/imfc/statement/eng/bra.pdf
2009,"Statement by the Honorable Hans-Rudolf Merz, Minister of Finance of Switzerland",https://www.imf.org/External/AM/2009/imfc/statement/eng/che.pdf
2009,"IMFC Statement by Mr. Pranab Mukherjee, Minister of Finance of India",https://www.imf.org/External/AM/2009/imfc/statement/eng/ind.pdf
2009,"IMFC Statement by Mr. Panitchpakdi, United Nations Conference on Trade (UNCTAD)",https://www.imf.org/External/AM/2009/imfc/statement/eng/unctad.pdf
2009,"Statement by Didier Reynders Deputy Prime Minister and Minister of Finance, MinistÃ¨re des Finances, Belgium",https://www.imf.org/External/AM/2009/imfc/statement/eng/bel.pdf
2009,"IMFC Statement by Mr. Somavia, International Labour Office",https://www.imf.org/External/AM/2009/imfc/statement/eng/ilo.pdf
2009,"Statement by Mr. Peer SteinbrÃ¼ck, Minister of Finance of the Federal Republic of Germany",https://www.imf.org/External/AM/2009/imfc/statement/eng/deu.pdf
2009,"Statement by Obaid Humaid Al Tayer, Minister of State for Financial Affairs, United Arab Emirates",https://www.imf.org/External/AM/2009/imfc/statement/eng/are.pdf
2009,"IMFC Statement by the Honorable Giulio Tremonti Minister of Economy and Finance, and Governor of the IMF for Italy",https://www.imf.org/External/AM/2009/imfc/statement/eng/ita.pdf
2009,IMFC Statement on behalf of the World Bank Group,https://www.imf.org/External/AM/2009/imfc/statement/eng/wb.pdf
2009,"IMFC Statement by Jeung-Hyun Yoon, Minister of Strategy and Finance of Korea,Rep.of",https://www.imf.org/External/AM/2009/imfc/statement/eng/kor.pdf
2008,"IMFC Statement by His Excellency Sultan N. Al-Suwaidi, Governor of the United Arab Emirates Central Bank",https://www.imf.org/External/AM/2008/imfc/statement/eng/are.pdf
2008,"IMFC Statement by Mr. Alipour-Jeddi, Organization of the Petroleum Exporting Countries",https://www.imf.org/External/AM/2008/imfc/statement/eng/opec.pdf
2008,"IMFC Statement by Mr. Almunia, European Commission",https://www.imf.org/External/AM/2008/imfc/statement/eng/ec.pdf
2008,IMFC Statement by Wouter Bos,https://www.imf.org/External/AM/2008/imfc/statement/eng/nld.pdf
2008,"IMFC Statement by Mr. Draghi, Follow-up Report on Implementation, Financial Stability Forum",https://www.imf.org/External/AM/2008/imfc/statement/eng/fsf.pdf
2008,"IMFC Statement by Carlos FernÃ¡ndez, Minister of Economy and Production, Argentina",https://www.imf.org/External/AM/2008/imfc/statement/eng/arg.pdf
2008,"IMFC Statement by Jim Flaherty, Minister of Finance, Canada",https://www.imf.org/External/AM/2008/imfc/statement/eng/can.pdf
2008,FranÃ§ais,https://www.imf.org/External/AM/2008/imfc/statement/fra/canf.pdf
2008,"IMFC Statement by Angel GurrÃ­a, Secretary-General, Organization for Economic Cooperation and Development (OECD)",https://www.imf.org/External/AM/2008/imfc/statement/eng/oecd.pdf
2008,"IMFC Statement by Stefan Ingves, Governor, Sveriges Riksbank",https://www.imf.org/External/AM/2008/imfc/statement/eng/swe.pdf
2008,"IMFC Statement by Minister of Finance Christine LAGARDE, in her capacity as Chairwoman of the EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2008/imfc/statement/eng/eu.pdf
2008,"IMFC Statement by Guido Mantega, Minister of Finance of Brazil",https://www.imf.org/External/AM/2008/imfc/statement/eng/bra.pdf
2008,"IMFC Statement by the Honorable Tito Mboweni, Governor, South African Reserve Bank",https://www.imf.org/External/AM/2008/imfc/statement/eng/zaf.pdf
2008,"Statement by Shoichi Nakagawa, Minister of Finance, Japan",https://www.imf.org/External/AM/2008/imfc/statement/eng/jpn.pdf
2008,"IMFC Statement by Henry M. Paulson, Jr. Secretary of the Treasury, United States",https://www.imf.org/External/AM/2008/imfc/statement/eng/usa.pdf
2008,"IMFC Statement by Mr. Jean-Pierre Roth, Chairman of the Governing Board of the Swiss National Bank",https://www.imf.org/External/AM/2008/imfc/statement/eng/che.pdf
2008,"IMFC Statement by Mr. SHA ZUKANG, Under-Secretary-General, United Nations",https://www.imf.org/External/AM/2008/imfc/statement/eng/un.pdf
2008,"IMFC Statement by Mr. Somavia, International Labour Office",https://www.imf.org/External/AM/2008/imfc/statement/eng/ilo.pdf
2008,"IMFC Statement by Peer SteinbrÃ¼ck, Minister of Finance, Germany",https://www.imf.org/External/AM/2008/imfc/statement/eng/deu.pdf
2008,"IMFC Statement by Dominique Strauss-Kahn, Managing Director, IMF",https://www.imf.org/External/AM/2008/imfc/statement/eng/imf.pdf
2008,"IMFC Statement by Wayne Swan, Treasurer of the Commonwealth of Australia",https://www.imf.org/External/AM/2008/imfc/statement/eng/aus.pdf
2008,"IMFC Statement by the Honorable Giulio Tremonti, Minister of Economy and Finance, and Governor of the IMF for Italy",https://www.imf.org/External/AM/2008/imfc/statement/eng/ita.pdf
2008,IMFC Statement on behalf of the World Bank Group,https://www.imf.org/External/AM/2008/imfc/statement/eng/wb.pdf
2008,"IMFC Statement by YI GANG, Deputy Governor, People's Bank of China",https://www.imf.org/External/AM/2008/imfc/statement/eng/chn.pdf
2007,"IMFC Statement by Mohammad Alipour-Jeddi Head, Petroleum Market Analysis Department on behalf of the Organization of Petroleum Exporting Countries (OPEC)",https://www.imf.org/External/AM/2007/imfc/statement/eng/opec.pdf
2007,"IMFC Statement by Commissioner Joaquin Almunia, Commissioner, European Commission",https://www.imf.org/External/AM/2007/imfc/statement/eng/ec.pdf
2007,"IMFC Statement by Mr. Alistair Darling, Chancellor of the Exchequer, United Kingdom",https://www.imf.org/External/AM/2007/imfc/statement/eng/gbr.pdf
2007,"IMFC Statement by Mr. Teixeira dos Santos, Chairman of the EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2007/imfc/statement/eng/eu.pdf
2007,"IMFC Statement by Mario Draghi, Chairman, Financial Stability Forum",https://www.imf.org/External/AM/2007/imfc/statement/eng/fsf.pdf
2007,"IMFC Statement by James Michael Flaherty, Minister of Finance, Canada",https://www.imf.org/External/AM/2007/imfc/statement/eng/can.pdf
2007,"IMFC Statement by Jyrki Katainen Minister of Finance, Finland",https://www.imf.org/External/AM/2007/imfc/statement/eng/fin.pdf
2007,"IMFC Statement by Ms. Christine Lagarde, Minister of Economy, Finance and Employment, France",https://www.imf.org/External/AM/2007/imfc/statement/eng/fra.pdf
2007,FranÃ§ais,https://www.imf.org/External/AM/2007/imfc/statement/fra/fraf.pdf
2007,"IMFC Statement by the Honorable Mohammed Laksaci, Governor of the Bank of Algeria",https://www.imf.org/External/AM/2007/imfc/statement/eng/dza.pdf
2007,"IMFC Statement by Guido Mantega, Minister of Finance, Brazil",https://www.imf.org/External/AM/2007/imfc/statement/eng/bra.pdf
2007,"IMFC Statement by Hans-Rudolf Merz, Minister of Finance, Switzerland",https://www.imf.org/External/AM/2007/imfc/statement/eng/che.pdf
2007,"IMFC Statement by Fukushiro Nukaga, Minister of Finance, Japan",https://www.imf.org/External/AM/2007/imfc/statement/eng/jpn.pdf
2007,"IMFC Statement by Tommaso Padoa-Schioppa, Minister of Economy and Finance, Italy",https://www.imf.org/External/AM/2007/imfc/statement/eng/ita.pdf
2007,"IMFC Statement by SUPACHAI Panitchpakdi, Secretary-General, UN Conference on Trade and Development",https://www.imf.org/External/AM/2007/imfc/statement/eng/unctad.pdf
2007,"IMFC Statement by Henry M. Paulson, Jr., Secretary of the Treasury, United States",https://www.imf.org/External/AM/2007/imfc/statement/eng/usa.pdf
2007,"IMFC Statement by Miguel Gustavo Peirano, Minister of Economy and Production, Argentina",https://www.imf.org/External/AM/2007/imfc/statement/eng/arg.pdf
2007,IMFC Statement by Mr. Rodrigo de Rato Managing Director of the International Monetary Fund,https://www.imf.org/External/AM/2007/imfc/statement/eng/imf.pdf
2007,"IMFC Statement by Mr. Didier Reynders, Deputy Prime Minister and Minister of Finance of Belgium",https://www.imf.org/External/AM/2007/imfc/statement/eng/bel.pdf
2007,"IMFC Statement by Mr. Sha Zukang, Under-Secretary-General, United Nations",https://www.imf.org/External/AM/2007/imfc/statement/eng/un.pdf
2007,"IMFC Statement by Juan Somavia, Director-General, International Labour Organization",https://www.imf.org/External/AM/2007/imfc/statement/eng/ilo.pdf
2007,"IMFC Statement by Peer SteinbrÃ¼ck, Minister of Finance, Germany",https://www.imf.org/External/AM/2007/imfc/statement/eng/deu.pdf
2007,"IMFC Statement by Shamsuddeen Usman, Minister of Finance, Nigeria",https://www.imf.org/External/AM/2007/imfc/statement/eng/nga.pdf
2007,"IMFC Statement by Madam Wu Xiaoling, Deputy Governor, People's Bank of China",https://www.imf.org/External/AM/2007/imfc/statement/eng/chn.pdf
2007,"IMFC Statement by Robert Zoellick, President, World Bank",https://www.imf.org/External/AM/2007/imfc/statement/eng/wb.pdf
2006,Statement by Mr. Alipour-Jeddi on behalf of the OPEC Secretariat,https://www.imf.org/External/AM/2006/imfc/statement/eng/opec.pdf
2006,IMFC Statement of Commissioner Joaquin Almunia on behalf of the European Commission,https://www.imf.org/External/AM/2006/imfc/statement/eng/ec.pdf
2006,"IMFC Statement by Thierry Breton, French Minister of Economy, Finance, and Industry",https://www.imf.org/External/AM/2006/imfc/statement/eng/fra.pdf
2006,"IMFC Statement by Mr. Gordon Brown, Chancellor of the Exchequer and United Kingdom Governor of the IMF",https://www.imf.org/External/AM/2006/imfc/statement/eng/gbr.pdf
2006,"IMFC Statement by the Honorable Palaniappan Chidambaram, Minister of Finance of India",https://www.imf.org/External/AM/2006/imfc/statement/eng/ind.pdf
2006,"IMFC Statement by Mario Draghi, Chairman of the Financial Stability Forum",https://www.imf.org/External/AM/2006/imfc/statement/eng/fsf.pdf
2006,"IMFC Statement by the Honourable Jim Flaherty, Minister of Finance for Canada",https://www.imf.org/External/AM/2006/imfc/statement/eng/can.pdf
2006,FranÃ§ais,https://www.imf.org/External/AM/2006/imfc/statement/fra/canf.pdf
2006,"IMFC Statement by the Honorable Toshihiko Fukui, Governor of the Bank of Japan, and Alternate Governor of the IMF for Japan",https://www.imf.org/External/AM/2006/imfc/statement/eng/jpn.pdf
2006,"Statement by Angel GurrÃ­a Secretary-General, Organisation for Economic Co-operation and  Development On behalf of the Organisation for Economic Co-operation and Development",https://www.imf.org/External/AM/2006/imfc/statement/eng/oecd.pdf
2006,"IMFC Statement by Eero HeinÃ¤luoma, Minister of Finance, Finland, In his capacity as Chairman of the EU Council of Economic and Finance Ministers",https://www.imf.org/External/AM/2006/imfc/statement/eng/eu.pdf
2006,"IMFC Statement by Mr. Eero HeinÃ¤luoma, Minister of Finance of Finland",https://www.imf.org/External/AM/2006/imfc/statement/eng/fin.pdf
2006,"IMFC Statement by the Hon. Okyu Kwon, Deputy Prime Minister and Minister of Finance and Economy of the Republic of Korea",https://www.imf.org/External/AM/2006/imfc/statement/eng/kor.pdf
2006,"IMFC Statement by Mr. Guido Mantega, Minister of Finance of Brazil",https://www.imf.org/External/AM/2006/imfc/statement/eng/bra.pdf
2006,"IMFC Statement by the Honorable Hans-Rudolf Merz, Minister of Finance of Switzerland",https://www.imf.org/External/AM/2006/imfc/statement/eng/che.pdf
2006,"IMFC Statement by Ms. Felisa Miceli, Minister of Economy and Production of Argentina",https://www.imf.org/External/AM/2006/imfc/statement/eng/arg.pdf
